STT,Mã học sinh,Họ và Tên,Lớp,Ngày sinh,HK,ĐĐGtx1,ĐĐGtx2,ĐĐGtx3,ĐĐGtx4,ĐĐGgk,ĐĐGck,"ĐTB 
mhk",Năm học,Môn,Học lực
213,2502151188,Trần Kiều Quỳnh,6A2,07/04/2010,1,8,5,5,5,7.4,6.0,6.2,2022,Toán,Trung bình
214,2502151188,Trần Kiều Quỳnh,6A2,07/04/2010,1,8,5,7,7,6.6,5.1,6.2,2022,Lý,Trung bình
215,2502151188,Trần Kiều Quỳnh,6A2,07/04/2010,1,5,5,5,8,6.5,6.7,6.2,2022,Hóa,Trung bình
216,2502151188,Trần Kiều Quỳnh,6A2,07/04/2010,1,5,7,5,5,6.9,5.7,5.9,2022,Anh,Trung bình
217,2502151190,Hồ Quỳnh Trang,6A2,09/02/2010,1,7,9,9,7,8.1,8.1,8.1,2022,Toán,Giỏi
218,2502151190,Hồ Quỳnh Trang,6A2,09/02/2010,1,9,9,9,9,7.0,7.0,7.9,2022,Lý,Khá
219,2502151190,Hồ Quỳnh Trang,6A2,09/02/2010,1,8,10,10,8,8.6,8.8,8.8,2022,Hóa,Giỏi
220,2502151190,Hồ Quỳnh Trang,6A2,09/02/2010,1,9,10,10,10,8.1,9.4,9.3,2022,Anh,Giỏi
221,2502151192,Võ Xuân Lâm,6A2,25/06/2010,1,9,9,8,8,8.1,8.1,8.3,2022,Toán,Giỏi
222,2502151192,Võ Xuân Lâm,6A2,25/06/2010,1,8,9,7,9,6.6,7.9,7.8,2022,Lý,Khá
223,2502151192,Võ Xuân Lâm,6A2,25/06/2010,1,9,10,8,9,8.8,9.3,9.1,2022,Hóa,Giỏi
224,2502151192,Võ Xuân Lâm,6A2,25/06/2010,1,8,7,8,8,8.4,7.3,7.7,2022,Anh,Khá
225,2502151194,Phạm Hữu Nam,6A2,10/02/2010,1,9,9,8,9,9.0,8.9,8.9,2022,Toán,Giỏi
226,2502151194,Phạm Hữu Nam,6A2,10/02/2010,1,8,8,9,9,8.4,9.6,8.8,2022,Lý,Giỏi
227,2502151194,Phạm Hữu Nam,6A2,10/02/2010,1,10,10,10,10,8.6,9.4,9.5,2022,Hóa,Giỏi
228,2502151194,Phạm Hữu Nam,6A2,10/02/2010,1,8,10,9,8,8.1,9.7,8.9,2022,Anh,Giỏi
229,2502151196,Trần Văn Lâm,6A2,29/08/2010,1,9,8,9,10,8.3,8.8,8.8,2022,Toán,Giỏi
230,2502151196,Trần Văn Lâm,6A2,29/08/2010,1,7,9,8,9,8.2,7.2,7.9,2022,Lý,Khá
231,2502151196,Trần Văn Lâm,6A2,29/08/2010,1,9,8,8,10,9.3,8.5,8.8,2022,Hóa,Giỏi
232,2502151196,Trần Văn Lâm,6A2,29/08/2010,1,10,10,9,8,9.7,9.9,9.6,2022,Anh,Giỏi
233,2502151198,Lý Kim Hương,6A2,13/04/2010,1,9,7,7,8,7.9,8.5,8.0,2022,Toán,Giỏi
234,2502151198,Lý Kim Hương,6A2,13/04/2010,1,8,6,5,5,7.4,7.4,6.8,2022,Lý,Khá
235,2502151198,Lý Kim Hương,6A2,13/04/2010,1,9,9,9,9,7.7,7.6,8.2,2022,Hóa,Giỏi
236,2502151198,Lý Kim Hương,6A2,13/04/2010,1,9,9,7,7,8.4,8.9,8.4,2022,Anh,Giỏi
237,2502151200,Đặng Hoàng Khoa,6A2,19/10/2010,1,9,9,10,8,8.3,8.7,8.7,2022,Toán,Giỏi
238,2502151200,Đặng Hoàng Khoa,6A2,19/10/2010,1,9,10,10,10,9.9,9.4,9.7,2022,Lý,Giỏi
239,2502151200,Đặng Hoàng Khoa,6A2,19/10/2010,1,9,10,9,9,9.9,9.3,9.4,2022,Hóa,Giỏi
240,2502151200,Đặng Hoàng Khoa,6A2,19/10/2010,1,8,8,9,10,8.1,9.2,8.8,2022,Anh,Giỏi
241,2502151202,Lê Quỳnh Trâm,6A3,20/02/2010,1,5,2,3,3,3.5,2.3,3.0,2022,Toán,Kém
242,2502151202,Lê Quỳnh Trâm,6A3,20/02/2010,1,6,5,2,2,4.8,3.5,3.9,2022,Lý,Yếu
243,2502151202,Lê Quỳnh Trâm,6A3,20/02/2010,1,5,6,4,3,4.0,3.3,4.0,2022,Hóa,Yếu
244,2502151202,Lê Quỳnh Trâm,6A3,20/02/2010,1,6,3,5,5,3.9,5.0,4.6,2022,Anh,Yếu
245,2502151204,Đỗ Đức Huy,6A3,14/07/2010,1,8,9,9,7,7.0,8.2,8.0,2022,Toán,Giỏi
246,2502151204,Đỗ Đức Huy,6A3,14/07/2010,1,7,9,7,8,8.3,7.2,7.7,2022,Lý,Khá
247,2502151204,Đỗ Đức Huy,6A3,14/07/2010,1,9,8,7,8,7.4,8.0,7.9,2022,Hóa,Khá
248,2502151204,Đỗ Đức Huy,6A3,14/07/2010,1,9,9,7,7,7.5,8.3,8.0,2022,Anh,Giỏi
249,2502151206,Đặng Minh Phúc,6A3,27/12/2010,1,9,9,9,7,7.2,7.8,8.0,2022,Toán,Giỏi
250,2502151206,Đặng Minh Phúc,6A3,27/12/2010,1,5,8,8,6,5.7,5.1,6.0,2022,Lý,Trung bình
251,2502151206,Đặng Minh Phúc,6A3,27/12/2010,1,8,7,8,8,6.4,6.8,7.1,2022,Hóa,Khá
252,2502151206,Đặng Minh Phúc,6A3,27/12/2010,1,9,8,7,8,7.4,7.6,7.7,2022,Anh,Khá
253,2502151208,Đỗ Cát Lan,6A3,29/05/2010,1,2,5,2,3,3.9,2.3,3.0,2022,Toán,Kém
254,2502151208,Đỗ Cát Lan,6A3,29/05/2010,1,3,3,4,6,4.4,4.5,4.3,2022,Lý,Yếu
255,2502151208,Đỗ Cát Lan,6A3,29/05/2010,1,5,4,6,6,2.8,3.5,4.1,2022,Hóa,Yếu
256,2502151208,Đỗ Cát Lan,6A3,29/05/2010,1,6,3,4,6,3.5,4.1,4.3,2022,Anh,Yếu
257,2502151210,Phan Thanh Anh,6A3,09/09/2011,1,6,5,8,6,7.5,6.0,6.4,2022,Toán,Trung bình
258,2502151210,Phan Thanh Anh,6A3,09/09/2011,1,6,8,5,8,5.1,7.1,6.5,2022,Lý,Khá
259,2502151210,Phan Thanh Anh,6A3,09/09/2011,1,5,7,5,6,7.5,5.3,6.0,2022,Hóa,Trung bình
260,2502151210,Phan Thanh Anh,6A3,09/09/2011,1,3,4,6,3,5.0,4.6,4.4,2022,Anh,Yếu
261,2502151212,Bùi Đức Huy,6A3,12/04/2010,1,9,8,7,7,6.9,8.4,7.8,2022,Toán,Khá
262,2502151212,Bùi Đức Huy,6A3,12/04/2010,1,7,8,7,7,6.6,7.5,7.2,2022,Lý,Khá
263,2502151212,Bùi Đức Huy,6A3,12/04/2010,1,5,8,7,5,7.3,5.9,6.4,2022,Hóa,Trung bình
264,2502151212,Bùi Đức Huy,6A3,12/04/2010,1,8,8,8,7,7.0,8.2,7.7,2022,Anh,Khá
265,2502151214,Hồ Hoàng Kiệt,6A3,26/11/2010,1,5,4,2,3,4.2,2.8,3.4,2022,Toán,Kém
266,2502151214,Hồ Hoàng Kiệt,6A3,26/11/2010,1,6,5,5,2,3.7,4.2,4.2,2022,Lý,Yếu
267,2502151214,Hồ Hoàng Kiệt,6A3,26/11/2010,1,2,6,3,4,4.0,3.7,3.8,2022,Hóa,Yếu
268,2502151214,Hồ Hoàng Kiệt,6A3,26/11/2010,1,6,2,6,6,4.9,4.2,4.7,2022,Anh,Yếu
269,2502151216,Võ Cát Lan,6A3,10/03/2010,1,9,9,10,8,8.2,8.6,8.7,2022,Toán,Giỏi
270,2502151216,Võ Cát Lan,6A3,10/03/2010,1,9,9,10,8,9.6,9.8,9.4,2022,Lý,Giỏi
271,2502151216,Võ Cát Lan,6A3,10/03/2010,1,10,8,9,10,8.8,8.9,9.0,2022,Hóa,Giỏi
272,2502151216,Võ Cát Lan,6A3,10/03/2010,1,8,9,9,9,7.7,8.8,8.5,2022,Anh,Giỏi
273,2502151218,Bùi Tấn Hoàng,6A3,15/11/2010,1,8,8,7,8,6.4,6.7,7.1,2022,Toán,Khá
274,2502151218,Bùi Tấn Hoàng,6A3,15/11/2010,1,5,7,7,7,7.4,7.0,6.9,2022,Lý,Khá
275,2502151218,Bùi Tấn Hoàng,6A3,15/11/2010,1,5,5,5,6,6.8,6.7,6.1,2022,Hóa,Trung bình
276,2502151218,Bùi Tấn Hoàng,6A3,15/11/2010,1,5,8,7,6,6.7,6.0,6.4,2022,Anh,Trung bình
277,2502151220,Võ Hải Phong,6A3,04/10/2010,1,5,7,5,5,6.2,6.1,5.9,2022,Toán,Trung bình
278,2502151220,Võ Hải Phong,6A3,04/10/2010,1,2,3,6,6,4.4,3.7,4.1,2022,Lý,Yếu
279,2502151220,Võ Hải Phong,6A3,04/10/2010,1,8,6,8,7,5.6,7.4,6.9,2022,Hóa,Khá
280,2502151220,Võ Hải Phong,6A3,04/10/2010,1,3,2,6,6,3.1,3.1,3.6,2022,Anh,Yếu
281,2502151222,Vũ Quang Bách,6A3,01/04/2010,1,5,8,8,5,5.1,6.5,6.2,2022,Toán,Trung bình
282,2502151222,Vũ Quang Bách,6A3,01/04/2010,1,7,6,7,7,5.4,5.7,6.1,2022,Lý,Trung bình
283,2502151222,Vũ Quang Bách,6A3,01/04/2010,1,8,8,7,8,6.1,6.0,6.8,2022,Hóa,Khá
284,2502151222,Vũ Quang Bách,6A3,01/04/2010,1,7,8,7,6,5.0,7.0,6.6,2022,Anh,Khá
285,2502151224,Hồ Thanh Phúc,6A3,19/10/2010,1,7,7,8,7,6.2,6.1,6.6,2022,Toán,Khá
286,2502151224,Hồ Thanh Phúc,6A3,19/10/2010,1,5,8,7,7,7.4,5.5,6.5,2022,Lý,Khá
287,2502151224,Hồ Thanh Phúc,6A3,19/10/2010,1,5,8,6,6,7.1,5.9,6.3,2022,Hóa,Trung bình
288,2502151224,Hồ Thanh Phúc,6A3,19/10/2010,1,8,8,6,6,6.9,5.8,6.6,2022,Anh,Khá
289,2502151226,Đặng Thị Phương,6A3,30/10/2010,1,4,2,2,5,4.1,3.8,3.6,2022,Toán,Yếu
290,2502151226,Đặng Thị Phương,6A3,30/10/2010,1,4,3,2,2,4.2,4.0,3.5,2022,Lý,Yếu
291,2502151226,Đặng Thị Phương,6A3,30/10/2010,1,3,3,2,3,2.9,2.5,2.7,2022,Hóa,Kém
292,2502151226,Đặng Thị Phương,6A3,30/10/2010,1,5,5,5,5,3.3,2.4,3.8,2022,Anh,Yếu
293,2502151228,Nguyễn Minh Khánh,6A3,26/10/2010,1,9,10,8,9,8.1,8.6,8.7,2022,Toán,Giỏi
294,2502151228,Nguyễn Minh Khánh,6A3,26/10/2010,1,9,10,8,8,8.7,10.0,9.2,2022,Lý,Giỏi
295,2502151228,Nguyễn Minh Khánh,6A3,26/10/2010,1,9,8,9,9,7.8,9.0,8.6,2022,Hóa,Giỏi
296,2502151228,Nguyễn Minh Khánh,6A3,26/10/2010,1,8,10,8,8,8.9,9.3,8.9,2022,Anh,Giỏi
297,2502151230,Phạm Duy Sơn,6A3,19/12/2010,1,9,9,10,9,10.0,8.7,9.2,2022,Toán,Giỏi
298,2502151230,Phạm Duy Sơn,6A3,19/12/2010,1,8,8,10,10,9.8,9.0,9.2,2022,Lý,Giỏi
299,2502151230,Phạm Duy Sơn,6A3,19/12/2010,1,7,8,8,7,8.5,7.8,7.8,2022,Hóa,Khá
300,2502151230,Phạm Duy Sơn,6A3,19/12/2010,1,9,8,10,9,8.2,9.6,9.0,2022,Anh,Giỏi
301,2502151232,Dương Thanh Kiệt,6A3,04/08/2010,1,7,7,7,9,7.0,8.5,7.7,2022,Toán,Khá
302,2502151232,Dương Thanh Kiệt,6A3,04/08/2010,1,8,8,7,8,7.2,8.2,7.8,2022,Lý,Khá
303,2502151232,Dương Thanh Kiệt,6A3,04/08/2010,1,8,9,7,8,7.6,8.9,8.2,2022,Hóa,Giỏi
304,2502151232,Dương Thanh Kiệt,6A3,04/08/2010,1,9,7,8,8,8.4,7.3,7.9,2022,Anh,Khá
305,2502151234,Bùi Đức Phúc,6A3,12/12/2010,1,7,7,9,9,7.9,7.5,7.8,2022,Toán,Khá
306,2502151234,Bùi Đức Phúc,6A3,12/12/2010,1,8,8,8,8,6.6,8.4,7.8,2022,Lý,Khá
307,2502151234,Bùi Đức Phúc,6A3,12/12/2010,1,8,8,8,9,7.2,8.3,8.0,2022,Hóa,Giỏi
308,2502151234,Bùi Đức Phúc,6A3,12/12/2010,1,8,9,7,7,8.2,7.2,7.7,2022,Anh,Khá
309,2502151236,Vũ Duy Phúc,6A3,08/02/2010,1,6,6,6,8,5.7,6.3,6.3,2022,Toán,Trung bình
310,2502151236,Vũ Duy Phúc,6A3,08/02/2010,1,8,5,8,8,7.3,6.0,6.8,2022,Lý,Khá
311,2502151236,Vũ Duy Phúc,6A3,08/02/2010,1,3,3,4,3,3.7,2.1,3.0,2022,Hóa,Kém
312,2502151236,Vũ Duy Phúc,6A3,08/02/2010,1,8,6,5,8,5.9,5.0,6.0,2022,Anh,Trung bình
313,2502151238,Trần Minh Chi,6A3,22/06/2010,1,9,7,7,9,8.1,8.9,8.3,2022,Toán,Giỏi
314,2502151238,Trần Minh Chi,6A3,22/06/2010,1,7,8,8,9,7.8,7.1,7.7,2022,Lý,Khá
315,2502151238,Trần Minh Chi,6A3,22/06/2010,1,9,7,8,9,7.6,8.7,8.3,2022,Hóa,Giỏi
316,2502151238,Trần Minh Chi,6A3,22/06/2010,1,8,9,7,8,8.2,8.8,8.3,2022,Anh,Giỏi
317,2502151240,Dương Hữu Lâm,6A3,10/08/2010,1,5,5,5,5,6.8,6.0,5.7,2022,Toán,Trung bình
318,2502151240,Dương Hữu Lâm,6A3,10/08/2010,1,8,7,5,8,5.9,5.4,6.2,2022,Lý,Trung bình
319,2502151240,Dương Hữu Lâm,6A3,10/08/2010,1,7,7,7,7,5.7,5.1,6.1,2022,Hóa,Trung bình
320,2502151240,Dương Hữu Lâm,6A3,10/08/2010,1,6,7,5,8,6.5,5.5,6.2,2022,Anh,Trung bình
321,2502151242,Đặng Thanh Anh,6A3,22/09/2010,1,5,5,7,6,6.6,5.3,5.8,2022,Toán,Trung bình
322,2502151242,Đặng Thanh Anh,6A3,22/09/2010,1,8,7,8,8,7.5,6.3,7.2,2022,Lý,Khá
323,2502151242,Đặng Thanh Anh,6A3,22/09/2010,1,6,5,7,7,6.2,6.8,6.4,2022,Hóa,Trung bình
324,2502151242,Đặng Thanh Anh,6A3,22/09/2010,1,8,5,7,8,6.7,5.6,6.5,2022,Anh,Khá
325,2502151244,Ngô Xuân Đạt,6A3,17/11/2009,1,8,8,8,10,10.0,9.3,9.1,2022,Toán,Giỏi
326,2502151244,Ngô Xuân Đạt,6A3,17/11/2009,1,9,10,9,8,8.5,9.9,9.2,2022,Lý,Giỏi
327,2502151244,Ngô Xuân Đạt,6A3,17/11/2009,1,10,10,8,10,8.9,9.3,9.3,2022,Hóa,Giỏi
328,2502151244,Ngô Xuân Đạt,6A3,17/11/2009,1,8,10,8,8,10.0,10.0,9.3,2022,Anh,Giỏi
329,2502151246,Dương Mai Yến,6A3,02/02/2010,1,8,5,8,6,7.4,6.4,6.8,2022,Toán,Khá
330,2502151246,Dương Mai Yến,6A3,02/02/2010,1,6,5,6,6,5.4,5.1,5.5,2022,Lý,Trung bình
331,2502151246,Dương Mai Yến,6A3,02/02/2010,1,5,5,6,6,5.4,5.0,5.3,2022,Hóa,Trung bình
332,2502151246,Dương Mai Yến,6A3,02/02/2010,1,5,8,8,8,5.9,5.1,6.2,2022,Anh,Trung bình
333,2502151248,Phạm Mai Lan,6A3,09/04/2010,1,8,10,10,10,9.3,9.3,9.4,2022,Toán,Giỏi
334,2502151248,Phạm Mai Lan,6A3,09/04/2010,1,10,9,10,9,8.2,9.3,9.1,2022,Lý,Giỏi
335,2502151248,Phạm Mai Lan,6A3,09/04/2010,1,9,8,9,9,9.6,8.9,9.0,2022,Hóa,Giỏi
336,2502151248,Phạm Mai Lan,6A3,09/04/2010,1,10,8,10,9,9.9,9.5,9.5,2022,Anh,Giỏi
337,2502151250,Lý Văn Khang,6A3,11/03/2010,1,10,8,10,10,9.5,9.7,9.6,2022,Toán,Giỏi
338,2502151250,Lý Văn Khang,6A3,11/03/2010,1,9,9,10,10,8.3,9.0,9.1,2022,Lý,Giỏi
339,2502151250,Lý Văn Khang,6A3,11/03/2010,1,9,10,9,10,9.6,8.6,9.2,2022,Hóa,Giỏi
340,2502151250,Lý Văn Khang,6A3,11/03/2010,1,8,10,8,9,9.7,9.1,9.1,2022,Anh,Giỏi
341,2502151252,Hồ Quang Anh,6A3,12/02/2010,1,7,7,8,8,8.4,8.9,8.2,2022,Toán,Giỏi
342,2502151252,Hồ Quang Anh,6A3,12/02/2010,1,8,8,5,7,5.0,6.7,6.5,2022,Lý,Khá
343,2502151252,Hồ Quang Anh,6A3,12/02/2010,1,8,8,9,8,7.3,7.2,7.7,2022,Hóa,Khá
344,2502151252,Hồ Quang Anh,6A3,12/02/2010,1,7,9,8,8,7.1,7.2,7.5,2022,Anh,Khá
345,2502151254,Vũ Minh Quỳnh,6A3,20/10/2010,1,5,6,7,5,7.0,6.4,6.2,2022,Toán,Trung bình
346,2502151254,Vũ Minh Quỳnh,6A3,20/10/2010,1,5,8,7,8,5.1,6.5,6.4,2022,Lý,Trung bình
347,2502151254,Vũ Minh Quỳnh,6A3,20/10/2010,1,7,6,8,8,6.4,5.7,6.5,2022,Hóa,Khá
348,2502151254,Vũ Minh Quỳnh,6A3,20/10/2010,1,6,8,8,6,6.0,6.1,6.5,2022,Anh,Khá
349,2502151256,Hoàng Cát Linh,6A3,04/03/2010,1,5,6,8,5,6.2,7.5,6.5,2022,Toán,Khá
350,2502151256,Hoàng Cát Linh,6A3,04/03/2010,1,8,5,7,5,5.9,6.5,6.3,2022,Lý,Trung bình
351,2502151256,Hoàng Cát Linh,6A3,04/03/2010,1,6,7,8,5,6.4,7.2,6.7,2022,Hóa,Khá
352,2502151256,Hoàng Cát Linh,6A3,04/03/2010,1,5,6,6,5,7.4,5.3,5.9,2022,Anh,Trung bình
353,2502151258,Lý Mai Hương,6A3,31/03/2010,1,9,8,8,9,7.5,8.1,8.1,2022,Toán,Giỏi
354,2502151258,Lý Mai Hương,6A3,31/03/2010,1,7,8,7,8,8.5,8.1,7.9,2022,Lý,Khá
355,2502151258,Lý Mai Hương,6A3,31/03/2010,1,7,9,8,7,8.4,8.6,8.2,2022,Hóa,Giỏi
356,2502151258,Lý Mai Hương,6A3,31/03/2010,1,7,7,7,5,6.2,6.1,6.3,2022,Anh,Trung bình
357,2502151260,Vũ Cát Lan,6A3,16/03/2009,1,9,7,9,9,6.8,7.6,7.8,2022,Toán,Khá
358,2502151260,Vũ Cát Lan,6A3,16/03/2009,1,9,7,7,7,7.6,8.6,7.9,2022,Lý,Khá
359,2502151260,Vũ Cát Lan,6A3,16/03/2009,1,10,10,8,9,8.2,9.6,9.1,2022,Hóa,Giỏi
360,2502151260,Vũ Cát Lan,6A3,16/03/2009,1,8,7,8,8,6.9,7.3,7.4,2022,Anh,Khá
361,2502151262,Nguyễn Minh Lan,6A4,16/07/2010,1,8,8,9,9,6.6,7.1,7.6,2022,Toán,Khá
362,2502151262,Nguyễn Minh Lan,6A4,16/07/2010,1,9,8,9,9,7.2,8.8,8.4,2022,Lý,Giỏi
363,2502151262,Nguyễn Minh Lan,6A4,16/07/2010,1,7,9,8,9,7.1,8.0,7.9,2022,Hóa,Khá
364,2502151262,Nguyễn Minh Lan,6A4,16/07/2010,1,8,9,9,10,8.3,9.8,9.1,2022,Anh,Giỏi
365,2502151264,Vũ Thị Phương,6A4,11/05/2009,1,7,7,8,8,8.2,8.4,8.0,2022,Toán,Giỏi
366,2502151264,Vũ Thị Phương,6A4,11/05/2009,1,7,9,7,7,7.8,7.4,7.5,2022,Lý,Khá
367,2502151264,Vũ Thị Phương,6A4,11/05/2009,1,9,8,8,8,8.4,7.9,8.2,2022,Hóa,Giỏi
368,2502151264,Vũ Thị Phương,6A4,11/05/2009,1,7,7,8,8,8.5,8.0,7.9,2022,Anh,Khá
369,2502151266,Võ Tấn Hoàng,6A4,26/11/2010,1,10,10,9,10,9.8,8.9,9.5,2022,Toán,Giỏi
370,2502151266,Võ Tấn Hoàng,6A4,26/11/2010,1,7,7,8,9,7.8,8.8,8.1,2022,Lý,Giỏi
371,2502151266,Võ Tấn Hoàng,6A4,26/11/2010,1,9,7,7,9,7.0,7.9,7.7,2022,Hóa,Khá
372,2502151266,Võ Tấn Hoàng,6A4,26/11/2010,1,7,7,8,7,7.3,8.9,7.8,2022,Anh,Khá
373,2502151268,Dương Quốc Đạt,6A4,21/02/2010,1,7,5,8,5,5.1,5.9,5.9,2022,Toán,Trung bình
374,2502151268,Dương Quốc Đạt,6A4,21/02/2010,1,5,5,5,7,7.4,6.5,6.3,2022,Lý,Trung bình
375,2502151268,Dương Quốc Đạt,6A4,21/02/2010,1,8,5,5,7,5.5,5.2,5.7,2022,Hóa,Trung bình
376,2502151268,Dương Quốc Đạt,6A4,21/02/2010,1,5,7,6,8,5.1,6.4,6.2,2022,Anh,Trung bình
377,2502151270,Hồ Thị Vy,6A4,05/04/2010,1,6,5,5,8,5.2,6.1,5.9,2022,Toán,Trung bình
378,2502151270,Hồ Thị Vy,6A4,05/04/2010,1,4,2,2,5,3.1,4.1,3.5,2022,Lý,Yếu
379,2502151270,Hồ Thị Vy,6A4,05/04/2010,1,5,7,7,7,5.6,6.6,6.3,2022,Hóa,Trung bình
380,2502151270,Hồ Thị Vy,6A4,05/04/2010,1,8,8,6,8,5.9,6.5,6.8,2022,Anh,Khá
381,2502151272,Trần Thanh Lan,6A4,29/11/2010,1,7,8,5,8,7.1,5.2,6.4,2022,Toán,Trung bình
382,2502151272,Trần Thanh Lan,6A4,29/11/2010,1,6,8,6,7,7.0,5.2,6.3,2022,Lý,Trung bình
383,2502151272,Trần Thanh Lan,6A4,29/11/2010,1,5,5,7,7,5.1,5.9,5.8,2022,Hóa,Trung bình
384,2502151272,Trần Thanh Lan,6A4,29/11/2010,1,8,6,6,5,6.2,5.7,6.1,2022,Anh,Trung bình
385,2502151274,Hồ Minh Phong,6A4,31/10/2010,1,7,8,7,6,5.8,7.3,6.8,2022,Toán,Khá
386,2502151274,Hồ Minh Phong,6A4,31/10/2010,1,8,5,8,7,7.4,6.1,6.8,2022,Lý,Khá
387,2502151274,Hồ Minh Phong,6A4,31/10/2010,1,8,8,6,6,7.5,7.5,7.3,2022,Hóa,Khá
388,2502151274,Hồ Minh Phong,6A4,31/10/2010,1,7,6,7,6,5.8,5.6,6.0,2022,Anh,Trung bình
389,2502151276,Dương Kim Lan,6A4,12/01/2010,1,4,5,3,6,2.6,3.0,3.6,2022,Toán,Yếu
390,2502151276,Dương Kim Lan,6A4,12/01/2010,1,5,5,4,2,3.5,3.3,3.7,2022,Lý,Yếu
391,2502151276,Dương Kim Lan,6A4,12/01/2010,1,4,4,2,4,4.9,2.5,3.5,2022,Hóa,Yếu
392,2502151276,Dương Kim Lan,6A4,12/01/2010,1,6,3,2,6,2.6,4.8,4.1,2022,Anh,Yếu
393,2502151278,Hồ Phúc Huy,6A4,13/11/2010,1,8,7,7,8,7.8,7.6,7.6,2022,Toán,Khá
394,2502151278,Hồ Phúc Huy,6A4,13/11/2010,1,5,5,6,5,7.4,7.5,6.5,2022,Lý,Khá
395,2502151278,Hồ Phúc Huy,6A4,13/11/2010,1,8,9,8,7,7.7,8.4,8.1,2022,Hóa,Giỏi
396,2502151278,Hồ Phúc Huy,6A4,13/11/2010,1,7,8,8,9,8.4,8.4,8.2,2022,Anh,Giỏi
397,2502151280,Đặng Thanh Bách,6A4,11/09/2010,1,8,10,10,8,8.3,8.5,8.7,2022,Toán,Giỏi
398,2502151280,Đặng Thanh Bách,6A4,11/09/2010,1,10,10,9,8,8.6,9.9,9.3,2022,Lý,Giỏi
399,2502151280,Đặng Thanh Bách,6A4,11/09/2010,1,9,10,8,10,8.4,8.5,8.8,2022,Hóa,Giỏi
400,2502151280,Đặng Thanh Bách,6A4,11/09/2010,1,8,10,8,8,8.9,9.0,8.8,2022,Anh,Giỏi
401,2502151282,Võ Thanh Nam,6A4,16/04/2010,1,7,5,5,6,7.1,6.9,6.4,2022,Toán,Trung bình
402,2502151282,Võ Thanh Nam,6A4,16/04/2010,1,5,5,7,5,5.8,7.2,6.1,2022,Lý,Trung bình
403,2502151282,Võ Thanh Nam,6A4,16/04/2010,1,6,7,7,8,6.6,6.5,6.7,2022,Hóa,Khá
404,2502151282,Võ Thanh Nam,6A4,16/04/2010,1,5,8,7,5,7.4,6.2,6.5,2022,Anh,Khá
405,2502151284,Lê Văn Sơn,6A4,01/05/2011,1,8,6,6,8,6.5,5.1,6.3,2022,Toán,Trung bình
406,2502151284,Lê Văn Sơn,6A4,01/05/2011,1,7,7,5,6,6.7,7.1,6.6,2022,Lý,Khá
407,2502151284,Lê Văn Sơn,6A4,01/05/2011,1,5,5,8,7,7.4,6.6,6.6,2022,Hóa,Khá
408,2502151284,Lê Văn Sơn,6A4,01/05/2011,1,7,5,6,5,5.0,5.9,5.6,2022,Anh,Trung bình
409,2502151286,Lê Phúc Hoàng,6A4,23/07/2011,1,5,6,8,5,6.3,6.7,6.3,2022,Toán,Trung bình
410,2502151286,Lê Phúc Hoàng,6A4,23/07/2011,1,7,5,5,7,6.6,7.3,6.6,2022,Lý,Khá
411,2502151286,Lê Phúc Hoàng,6A4,23/07/2011,1,6,7,6,7,5.9,6.9,6.5,2022,Hóa,Khá
412,2502151286,Lê Phúc Hoàng,6A4,23/07/2011,1,7,7,6,5,5.9,5.2,5.8,2022,Anh,Trung bình
413,2502151288,Lý Duy Phúc,6A4,07/11/2009,1,2,5,5,6,4.9,2.0,3.8,2022,Toán,Yếu
414,2502151288,Lý Duy Phúc,6A4,07/11/2009,1,2,5,6,5,4.9,4.7,4.7,2022,Lý,Yếu
415,2502151288,Lý Duy Phúc,6A4,07/11/2009,1,6,2,2,6,3.5,3.3,3.7,2022,Hóa,Yếu
416,2502151288,Lý Duy Phúc,6A4,07/11/2009,1,7,5,6,8,6.3,6.7,6.5,2022,Anh,Khá
417,2502151290,Bùi Thanh Sơn,6A4,10/12/2011,1,7,9,7,9,6.9,8.7,8.0,2022,Toán,Giỏi
418,2502151290,Bùi Thanh Sơn,6A4,10/12/2011,1,8,9,9,8,8.2,7.0,7.9,2022,Lý,Khá
419,2502151290,Bùi Thanh Sơn,6A4,10/12/2011,1,8,8,8,8,8.0,8.7,8.2,2022,Hóa,Giỏi
420,2502151290,Bùi Thanh Sơn,6A4,10/12/2011,1,8,8,7,7,6.8,7.7,7.4,2022,Anh,Khá
421,2502151292,Lý Khánh Châu,6A4,12/06/2010,1,5,5,8,6,7.5,5.8,6.3,2022,Toán,Trung bình
422,2502151292,Lý Khánh Châu,6A4,12/06/2010,1,6,8,6,7,5.3,6.3,6.3,2022,Lý,Trung bình
423,2502151292,Lý Khánh Châu,6A4,12/06/2010,1,6,5,6,6,5.5,5.6,5.6,2022,Hóa,Trung bình
424,2502151292,Lý Khánh Châu,6A4,12/06/2010,1,7,5,5,5,6.8,5.1,5.7,2022,Anh,Trung bình
425,2502151294,Dương Hữu Khánh,6A4,25/05/2009,1,2,5,2,4,3.1,3.9,3.4,2022,Toán,Kém
426,2502151294,Dương Hữu Khánh,6A4,25/05/2009,1,6,6,5,6,3.1,2.0,3.9,2022,Lý,Yếu
427,2502151294,Dương Hữu Khánh,6A4,25/05/2009,1,2,2,5,5,3.6,4.4,3.8,2022,Hóa,Yếu
